query	document	reference	score	query_type
How is repentance taught in the Doctrine and Covenants?	And it shall come to pass, that he that sinneth and repenteth not shall be cast out of the church, and shall not receive again that which he has consecrated unto the poor and the needy of my church, or in other words, unto me—	D&C 42:37	2	thematic
How is repentance taught in the Doctrine and Covenants?	Say nothing but repentance unto this generation; keep my commandments, and assist to bring forth my work, according to my commandments, and you shall be blessed.	D&C 6:9	3	thematic
How is repentance taught in the Doctrine and Covenants?	But as oft as they repented and sought forgiveness, with real intent, they were forgiven.	Moroni 6:8	0	thematic
How is repentance taught in the Doctrine and Covenants?	And ye shall go forth baptizing with water, saying: Repent ye, repent ye, for the kingdom of heaven is at hand.	D&C 42:7	2	thematic
How is repentance taught in the Doctrine and Covenants?	For, behold, the Lord your Redeemer suffered death in the flesh; wherefore he suffered the pain of all men, that all men might repent and come unto him.	D&C 18:11	3	thematic
How is repentance taught in the Doctrine and Covenants?	Baptism is to be administered in the following manner unto all those who repent—	D&C 20:72	2	thematic
How is repentance taught in the Doctrine and Covenants?	For I will forgive you of your sins with this commandment—that you remain steadfast in your minds in solemnity and the spirit of prayer, in bearing testimony to all the world of those things which are communicated unto you.	D&C 84:61	2	thematic
How is repentance taught in the Doctrine and Covenants?	And they shall remain under this condemnation until they repent and remember the new covenant, even the Book of Mormon and the former commandments which I have given them, not only to say, but to do according to that which I have written—	D&C 84:57	3	thematic
How is repentance taught in the Doctrine and Covenants?	But, verily I say unto all those to whom the kingdom has been given—from you it must be preached unto them, that they shall repent of their former evil works; for they are to be upbraided for their evil hearts of unbelief, and your brethren in Zion for their rebellion against you at the time I sent you.	D&C 84:76	2	thematic
How is repentance taught in the Doctrine and Covenants?	And inasmuch as they do repent and receive the fulness of my gospel, and become sanctified, I will stay mine hand in judgment.	D&C 39:18	3	thematic
How many people were converted at Pentecost?	Then they that gladly received his word were baptized: and the same day there were added unto them about three thousand souls.	Acts 2:41	3	factual
How many people were converted at Pentecost?	And there were dwelling at Jerusalem Jews, devout men, out of every nation under heaven.	Acts 2:5	1	factual
How many people were converted at Pentecost?	Now when this was noised abroad, the multitude came together, and were confounded, because that every man heard them speak in his own language.	Acts 2:6	1	factual
How many people were converted at Pentecost?	And they were all amazed, and were in doubt, saying one to another, What meaneth this?	Acts 2:12	1	factual
How many people were converted at Pentecost?	And when the day of Pentecost was fully come, they were all with one accord in one place.	Acts 2:1	1	factual
How many people were converted at Pentecost?	Howbeit many of them which heard the word believed; and the number of the men was about five thousand.	Acts 4:4	1	factual
How many people were converted at Pentecost?	And how hear we every man in our own tongue, wherein we were born?	Acts 2:8	1	factual
How many people were converted at Pentecost?	And they were all amazed and marvelled, saying one to another, Behold, are not all these which speak Galilæans?	Acts 2:7	1	factual
How many people were converted at Pentecost?	Cretes and Arabians, we do hear them speak in our tongues the wonderful works of God.	Acts 2:11	1	factual
How many people were converted at Pentecost?	Now when they heard this, they were pricked in their heart, and said unto Peter and to the rest of the apostles, Men and brethren, what shall we do?	Acts 2:37	2	factual
How many people were converted at Pentecost?	And they were all filled with the Holy Ghost, and began to speak with other tongues, as the Spirit gave them utterance.	Acts 2:4	1	factual
How many people were converted at Pentecost?	But Peter, standing up with the eleven, lifted up his voice, and said unto them, Ye men of Judæa, and all ye that dwell at Jerusalem, be this known unto you, and hearken to my words:	Acts 2:14	1	factual
How many people were converted at Pentecost?	Phrygia, and Pamphylia, in Egypt, and in the parts of Libya about Cyrene, and strangers of Rome, Jews and proselytes,	Acts 2:10	1	factual
How many people were converted at Pentecost?	Parthians, and Medes, and Elamites, and the dwellers in Mesopotamia, and in Judæa, and Cappadocia, in Pontus, and Asia,	Acts 2:9	1	factual
How many people were converted at Pentecost?	And suddenly there came a sound from heaven as of a rushing mighty wind, and it filled all the house where they were sitting.	Acts 2:2	1	factual
How many people were converted at Pentecost?	And there appeared unto them cloven tongues like as of fire, and it sat upon each of them.	Acts 2:3	1	factual
How many people were converted at Pentecost?	And fear came upon every soul: and many wonders and signs were done by the apostles.	Acts 2:43	1	factual
How many people were converted at Pentecost?	For these are not drunken, as ye suppose, seeing it is but the third hour of the day.	Acts 2:15	1	factual
